Brand_ID,CurrencyKey,UnitCost,Exch,EURO,SCD_EffectiveDate
advwk0000098            ,7,122.2066,1.1,134.42726,10-01-2014
advwk0000099            ,7,167.0474,1.1,183.75214,10-01-2014
advwk0000100            ,7,226.2994,1.1,248.92934,10-01-2014
wwim 0000097            ,7,248.6335,1.1,273.49685,10-01-2014
wwim 0000098            ,7,220.1009,1.1,242.11099,10-01-2014
wwim 0000099            ,7,99.5731,1.1,109.53041,10-01-2014
wwim 0000100            ,7,104.075,1.1,114.4825,10-01-2014
wwim 0000101            ,7,122.18,1.1,134.398,10-01-2014
wwim 0000102            ,7,142.5048,1.1,156.75528,10-01-2014
wwim 0000103            ,7,248.6335,1.1,273.49685,10-01-2014
wwim 0000104            ,7,220.1009,1.1,242.11099,10-01-2014
wwim 0000105            ,7,99.5731,1.1,109.53041,10-01-2014
wwim 0000106            ,7,104.075,1.1,114.4825,10-01-2014
wwim 0000107            ,7,122.18,1.1,134.398,10-01-2014
wwim 0000108            ,7,142.5048,1.1,156.75528,10-01-2014
wwim 0000109            ,7,248.6335,1.1,273.49685,10-01-2014
wwim 0000110            ,7,220.1009,1.1,242.11099,10-01-2014
wwim 0000111            ,7,99.5731,1.1,109.53041,10-01-2014
wwim 0000112            ,7,104.075,1.1,114.4825,10-01-2014
wwim 0000113            ,7,122.18,1.1,134.398,10-01-2014
wwim 0000114            ,7,248.6335,1.1,273.49685,10-01-2014
wwim 0000115            ,7,220.1009,1.1,242.11099,10-01-2014
wwim 0000116            ,7,99.5731,1.1,109.53041,10-01-2014
wwim 0000117            ,7,104.075,1.1,114.4825,10-01-2014
wwim 0000118            ,7,122.18,1.1,134.398,10-01-2014
wwim 0000119            ,7,135.7654,1.1,149.34194,10-01-2014
pware0000116            ,7,221.5801,1.1,243.73811,10-01-2014
pware0000117            ,7,235.1109,1.1,258.62199,10-01-2014
pware0000118            ,7,175.603,1.1,193.1633,10-01-2014
pware0000119            ,7,192.6247,1.1,211.88717,10-01-2014
pware0000120            ,7,101.9848,1.1,112.18328,10-01-2014
pware0000121            ,7,109.8535,1.1,120.83885,10-01-2014
pware0000122            ,7,56.7569,1.1,62.43259,10-01-2014
pware0000123            ,7,73.0949,1.1,80.40439,10-01-2014
pware0000124            ,7,44.8141,1.1,49.29551,10-01-2014
pware0000125            ,7,58.3996,1.1,64.23956,10-01-2014
pware0000126            ,7,44.8141,1.1,49.29551,10-01-2014
pware0000127            ,7,31.2376,1.1,34.36136,10-01-2014
pware0000128            ,7,26.7091,1.1,29.38001,10-01-2014
pware0000129            ,7,22.1806,1.1,24.39866,10-01-2014
pware0000130            ,7,221.5801,1.1,243.73811,10-01-2014
pware0000131            ,7,235.1109,1.1,258.62199,10-01-2014
pware0000132            ,7,175.603,1.1,193.1633,10-01-2014
pware0000133            ,7,192.6247,1.1,211.88717,10-01-2014
pware0000134            ,7,101.9848,1.1,112.18328,10-01-2014
pware0000135            ,7,109.8535,1.1,120.83885,10-01-2014
pware0000136            ,7,56.7569,1.1,62.43259,10-01-2014
pware0000137            ,7,73.0949,1.1,80.40439,10-01-2014
pware0000138            ,7,44.8141,1.1,49.29551,10-01-2014
pware0000139            ,7,58.3996,1.1,64.23956,10-01-2014
pware0000140            ,7,44.8141,1.1,49.29551,10-01-2014
pware0000141            ,7,31.2376,1.1,34.36136,10-01-2014
pware0000142            ,7,26.7091,1.1,29.38001,10-01-2014
pware0000143            ,7,22.1806,1.1,24.39866,10-01-2014
advwk0000101            ,7,221.5801,1.1,243.73811,10-01-2014
advwk0000102            ,7,255.6545,1.1,281.21995,10-01-2014
advwk0000103            ,7,175.603,1.1,193.1633,10-01-2014
advwk0000104            ,7,192.6247,1.1,211.88717,10-01-2014
advwk0000105            ,7,101.9848,1.1,112.18328,10-01-2014
advwk0000106            ,7,109.8535,1.1,120.83885,10-01-2014
advwk0000107            ,7,62.928,1.1,69.2208,10-01-2014
advwk0000108            ,7,73.0949,1.1,80.40439,10-01-2014
advwk0000109            ,7,44.8141,1.1,49.29551,10-01-2014
advwk0000110            ,7,58.3996,1.1,64.23956,10-01-2014
advwk0000111            ,7,44.8141,1.1,49.29551,10-01-2014
advwk0000112            ,7,20.2982,1.1,22.32802,10-01-2014
advwk0000113            ,7,26.7091,1.1,29.38001,10-01-2014
advwk0000114            ,7,26.4783,1.1,29.12613,10-01-2014
advwk0000115            ,7,221.5801,1.1,243.73811,10-01-2014
advwk0000116            ,7,255.6545,1.1,281.21995,10-01-2014
advwk0000117            ,7,175.603,1.1,193.1633,10-01-2014
advwk0000118            ,7,192.6247,1.1,211.88717,10-01-2014
advwk0000119            ,7,101.9848,1.1,112.18328,10-01-2014
advwk0000120            ,7,109.8535,1.1,120.83885,10-01-2014
advwk0000121            ,7,62.928,1.1,69.2208,10-01-2014
advwk0000122            ,7,73.0949,1.1,80.40439,10-01-2014
advwk0000123            ,7,44.8141,1.1,49.29551,10-01-2014
advwk0000124            ,7,58.3996,1.1,64.23956,10-01-2014
advwk0000125            ,7,44.8141,1.1,49.29551,10-01-2014
advwk0000126            ,7,20.2982,1.1,22.32802,10-01-2014
advwk0000127            ,7,26.7091,1.1,29.38001,10-01-2014
advwk0000128            ,7,26.4783,1.1,29.12613,10-01-2014
wwim 0000075            ,7,240.9414,1.1,265.03554,10-01-2014
wwim 0000076            ,7,235.1109,1.1,258.62199,10-01-2014
wwim 0000077            ,7,175.603,1.1,193.1633,10-01-2014
wwim 0000078            ,7,192.6247,1.1,211.88717,10-01-2014
wwim 0000079            ,7,101.9848,1.1,112.18328,10-01-2014
wwim 0000080            ,7,109.8535,1.1,120.83885,10-01-2014
wwim 0000081            ,7,62.928,1.1,69.2208,10-01-2014
wwim 0000082            ,7,73.0949,1.1,80.40439,10-01-2014
wwim 0000083            ,7,44.8141,1.1,49.29551,10-01-2014
wwim 0000084            ,7,58.3996,1.1,64.23956,10-01-2014
wwim 0000085            ,7,44.8141,1.1,49.29551,10-01-2014
wwim 0000086            ,7,240.9414,1.1,265.03554,10-01-2014
wwim 0000087            ,7,235.1109,1.1,258.62199,10-01-2014
wwim 0000088            ,7,175.603,1.1,193.1633,10-01-2014
wwim 0000089            ,7,192.6247,1.1,211.88717,10-01-2014
wwim 0000090            ,7,101.9848,1.1,112.18328,10-01-2014
wwim 0000091            ,7,109.8535,1.1,120.83885,10-01-2014
wwim 0000092            ,7,62.928,1.1,69.2208,10-01-2014
wwim 0000093            ,7,73.0949,1.1,80.40439,10-01-2014
wwim 0000094            ,7,44.8141,1.1,49.29551,10-01-2014
wwim 0000095            ,7,58.3996,1.1,64.23956,10-01-2014
wwim 0000096            ,7,44.8141,1.1,49.29551,10-01-2014
pware0000080            ,7,675.1688,1.1,742.68568,10-01-2014
pware0000081            ,7,735.1844,1.1,808.70284,10-01-2014
pware0000082            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000083            ,7,407.9178,1.1,448.70958,10-01-2014
pware0000084            ,7,103.6665,1.1,114.03315,10-01-2014
pware0000085            ,7,225.8909,1.1,248.47999,10-01-2014
pware0000086            ,7,124.1861,1.1,136.60471,10-01-2014
pware0000087            ,7,84.8175,1.1,93.29925,10-01-2014
pware0000088            ,7,98.8339,1.1,108.71729,10-01-2014
pware0000089            ,7,77.579,1.1,85.3369,10-01-2014
pware0000090            ,7,62.928,1.1,69.2208,10-01-2014
pware0000091            ,7,49.3426,1.1,54.27686,10-01-2014
pware0000092            ,7,675.1688,1.1,742.68568,10-01-2014
pware0000093            ,7,735.1844,1.1,808.70284,10-01-2014
pware0000094            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000095            ,7,407.9178,1.1,448.70958,10-01-2014
pware0000096            ,7,103.6665,1.1,114.03315,10-01-2014
pware0000097            ,7,225.8909,1.1,248.47999,10-01-2014
pware0000098            ,7,124.1861,1.1,136.60471,10-01-2014
pware0000099            ,7,84.8175,1.1,93.29925,10-01-2014
pware0000100            ,7,98.8339,1.1,108.71729,10-01-2014
pware0000101            ,7,77.579,1.1,85.3369,10-01-2014
pware0000102            ,7,62.928,1.1,69.2208,10-01-2014
pware0000103            ,7,49.3426,1.1,54.27686,10-01-2014
pware0000104            ,7,675.1688,1.1,742.68568,10-01-2014
pware0000105            ,7,735.1844,1.1,808.70284,10-01-2014
pware0000106            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000107            ,7,407.9178,1.1,448.70958,10-01-2014
pware0000108            ,7,103.6665,1.1,114.03315,10-01-2014
pware0000109            ,7,225.8909,1.1,248.47999,10-01-2014
pware0000110            ,7,124.1861,1.1,136.60471,10-01-2014
pware0000111            ,7,84.8175,1.1,93.29925,10-01-2014
pware0000112            ,7,98.8339,1.1,108.71729,10-01-2014
pware0000113            ,7,77.579,1.1,85.3369,10-01-2014
pware0000114            ,7,62.928,1.1,69.2208,10-01-2014
pware0000115            ,7,49.3426,1.1,54.27686,10-01-2014
ctoso0000237            ,7,675.1688,1.1,742.68568,10-01-2014
ctoso0000238            ,7,676.1071,1.1,743.71781,10-01-2014
ctoso0000239            ,7,285.4181,1.1,313.95991,10-01-2014
ctoso0000240            ,7,407.9178,1.1,448.70958,10-01-2014
ctoso0000241            ,7,103.6665,1.1,114.03315,10-01-2014
ctoso0000242            ,7,225.8909,1.1,248.47999,10-01-2014
ctoso0000243            ,7,130.2145,1.1,143.23595,10-01-2014
ctoso0000244            ,7,117.7308,1.1,129.50388,10-01-2014
ctoso0000245            ,7,71.2036,1.1,78.32396,10-01-2014
ctoso0000246            ,7,55.8956,1.1,61.48516,10-01-2014
ctoso0000247            ,7,62.928,1.1,69.2208,10-01-2014
ctoso0000248            ,7,49.3426,1.1,54.27686,10-01-2014
ctoso0000249            ,7,675.1688,1.1,742.68568,10-01-2014
ctoso0000250            ,7,676.1071,1.1,743.71781,10-01-2014
ctoso0000251            ,7,285.4181,1.1,313.95991,10-01-2014
ctoso0000252            ,7,407.9178,1.1,448.70958,10-01-2014
ctoso0000253            ,7,103.6665,1.1,114.03315,10-01-2014
ctoso0000254            ,7,225.8909,1.1,248.47999,10-01-2014
ctoso0000255            ,7,130.2145,1.1,143.23595,10-01-2014
ctoso0000256            ,7,117.7308,1.1,129.50388,10-01-2014
ctoso0000257            ,7,71.2036,1.1,78.32396,10-01-2014
ctoso0000258            ,7,55.8956,1.1,61.48516,10-01-2014
ctoso0000259            ,7,62.928,1.1,69.2208,10-01-2014
ctoso0000260            ,7,49.3426,1.1,54.27686,10-01-2014
ctoso0000261            ,7,675.1688,1.1,742.68568,10-01-2014
ctoso0000262            ,7,676.1071,1.1,743.71781,10-01-2014
ctoso0000263            ,7,285.4181,1.1,313.95991,10-01-2014
ctoso0000264            ,7,407.9178,1.1,448.70958,10-01-2014
ctoso0000265            ,7,103.6665,1.1,114.03315,10-01-2014
ctoso0000266            ,7,225.8909,1.1,248.47999,10-01-2014
ctoso0000267            ,7,130.2145,1.1,143.23595,10-01-2014
ctoso0000268            ,7,117.7308,1.1,129.50388,10-01-2014
ctoso0000269            ,7,71.2036,1.1,78.32396,10-01-2014
ctoso0000270            ,7,55.8956,1.1,61.48516,10-01-2014
ctoso0000271            ,7,62.928,1.1,69.2208,10-01-2014
ctoso0000272            ,7,49.3426,1.1,54.27686,10-01-2014
wwim 0000044            ,7,651.0556,1.1,716.16116,10-01-2014
wwim 0000045            ,7,708.9278,1.1,779.82058,10-01-2014
wwim 0000046            ,7,285.4181,1.1,313.95991,10-01-2014
wwim 0000047            ,7,407.9178,1.1,448.70958,10-01-2014
wwim 0000048            ,7,103.6665,1.1,114.03315,10-01-2014
wwim 0000049            ,7,225.8909,1.1,248.47999,10-01-2014
wwim 0000050            ,7,124.1861,1.1,136.60471,10-01-2014
wwim 0000051            ,7,84.8175,1.1,93.29925,10-01-2014
wwim 0000052            ,7,98.8339,1.1,108.71729,10-01-2014
wwim 0000053            ,7,77.579,1.1,85.3369,10-01-2014
wwim 0000054            ,7,62.928,1.1,69.2208,10-01-2014
wwim 0000055            ,7,651.0556,1.1,716.16116,10-01-2014
wwim 0000056            ,7,708.9278,1.1,779.82058,10-01-2014
wwim 0000057            ,7,285.4181,1.1,313.95991,10-01-2014
wwim 0000058            ,7,407.9178,1.1,448.70958,10-01-2014
wwim 0000059            ,7,103.6665,1.1,114.03315,10-01-2014
wwim 0000060            ,7,225.8909,1.1,248.47999,10-01-2014
wwim 0000061            ,7,124.1861,1.1,136.60471,10-01-2014
wwim 0000062            ,7,84.8175,1.1,93.29925,10-01-2014
wwim 0000063            ,7,98.8339,1.1,108.71729,10-01-2014
wwim 0000064            ,7,77.579,1.1,85.3369,10-01-2014
wwim 0000065            ,7,62.928,1.1,69.2208,10-01-2014
wwim 0000066            ,7,651.0556,1.1,716.16116,10-01-2014
wwim 0000067            ,7,708.9278,1.1,779.82058,10-01-2014
wwim 0000068            ,7,285.4181,1.1,313.95991,10-01-2014
wwim 0000069            ,7,407.9178,1.1,448.70958,10-01-2014
wwim 0000070            ,7,103.6665,1.1,114.03315,10-01-2014
wwim 0000071            ,7,225.8909,1.1,248.47999,10-01-2014
wwim 0000072            ,7,124.1861,1.1,136.60471,10-01-2014
wwim 0000073            ,7,84.8175,1.1,93.29925,10-01-2014
wwim 0000074            ,7,98.8339,1.1,108.71729,10-01-2014
pware0000144            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000145            ,7,69.0104,1.1,75.91144,10-01-2014
pware0000146            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000147            ,7,59.2935,1.1,65.22285,10-01-2014
pware0000148            ,7,64.4286,1.1,70.87146,10-01-2014
pware0000149            ,7,36.2237,1.1,39.84607,10-01-2014
pware0000150            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000151            ,7,41.1914,1.1,45.31054,10-01-2014
pware0000152            ,7,35.3132,1.1,38.84452,10-01-2014
pware0000153            ,7,47.3625,1.1,52.09875,10-01-2014
pware0000154            ,7,49.4048,1.1,54.34528,10-01-2014
pware0000155            ,7,55.5315,1.1,61.08465,10-01-2014
pware0000156            ,7,52.6724,1.1,57.93964,10-01-2014
pware0000157            ,7,65.3343,1.1,71.86773,10-01-2014
pware0000158            ,7,59.333,1.1,65.2663,10-01-2014
pware0000159            ,7,58.6685,1.1,64.53535,10-01-2014
pware0000160            ,7,61.4896,1.1,67.63856,10-01-2014
pware0000161            ,7,44.3078,1.1,48.73858,10-01-2014
pware0000162            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000163            ,7,67.0747,1.1,73.78217,10-01-2014
pware0000164            ,7,69.4277,1.1,76.37047,10-01-2014
pware0000165            ,7,72.9617,1.1,80.25787,10-01-2014
pware0000166            ,7,67.3677,1.1,74.10447,10-01-2014
pware0000167            ,7,46.1727,1.1,50.78997,10-01-2014
pware0000168            ,7,66.5597,1.1,73.21567,10-01-2014
pware0000169            ,7,77.579,1.1,85.3369,10-01-2014
pware0000170            ,7,60.0245,1.1,66.02695,10-01-2014
pware0000171            ,7,76.7621,1.1,84.43831,10-01-2014
pware0000172            ,7,80.0297,1.1,88.03267,10-01-2014
pware0000173            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000174            ,7,69.0104,1.1,75.91144,10-01-2014
pware0000175            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000176            ,7,59.2935,1.1,65.22285,10-01-2014
pware0000177            ,7,64.4286,1.1,70.87146,10-01-2014
pware0000178            ,7,36.2237,1.1,39.84607,10-01-2014
pware0000179            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000180            ,7,41.1914,1.1,45.31054,10-01-2014
pware0000181            ,7,35.3132,1.1,38.84452,10-01-2014
pware0000182            ,7,47.3625,1.1,52.09875,10-01-2014
pware0000183            ,7,49.4048,1.1,54.34528,10-01-2014
pware0000184            ,7,55.5315,1.1,61.08465,10-01-2014
pware0000185            ,7,52.6724,1.1,57.93964,10-01-2014
pware0000186            ,7,65.3343,1.1,71.86773,10-01-2014
pware0000187            ,7,59.333,1.1,65.2663,10-01-2014
pware0000188            ,7,58.6685,1.1,64.53535,10-01-2014
pware0000189            ,7,61.4896,1.1,67.63856,10-01-2014
pware0000190            ,7,44.3078,1.1,48.73858,10-01-2014
pware0000191            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000192            ,7,67.0747,1.1,73.78217,10-01-2014
pware0000193            ,7,69.4277,1.1,76.37047,10-01-2014
pware0000194            ,7,72.9617,1.1,80.25787,10-01-2014
pware0000195            ,7,67.3677,1.1,74.10447,10-01-2014
pware0000196            ,7,46.1727,1.1,50.78997,10-01-2014
pware0000197            ,7,66.5597,1.1,73.21567,10-01-2014
pware0000198            ,7,77.579,1.1,85.3369,10-01-2014
pware0000199            ,7,60.0245,1.1,66.02695,10-01-2014
pware0000200            ,7,76.7621,1.1,84.43831,10-01-2014
pware0000201            ,7,80.0297,1.1,88.03267,10-01-2014
pware0000202            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000203            ,7,69.0104,1.1,75.91144,10-01-2014
pware0000204            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000205            ,7,59.2935,1.1,65.22285,10-01-2014
pware0000206            ,7,64.4286,1.1,70.87146,10-01-2014
pware0000207            ,7,36.2237,1.1,39.84607,10-01-2014
pware0000208            ,7,35.7661,1.1,39.34271,10-01-2014
pware0000209            ,7,41.1914,1.1,45.31054,10-01-2014
pware0000210            ,7,35.3132,1.1,38.84452,10-01-2014
pware0000211            ,7,47.3625,1.1,52.09875,10-01-2014
pware0000212            ,7,49.4048,1.1,54.34528,10-01-2014
pware0000213            ,7,55.5315,1.1,61.08465,10-01-2014
pware0000214            ,7,52.6724,1.1,57.93964,10-01-2014
pware0000215            ,7,65.3343,1.1,71.86773,10-01-2014
pware0000216            ,7,59.333,1.1,65.2663,10-01-2014
pware0000217            ,7,58.6685,1.1,64.53535,10-01-2014
pware0000218            ,7,61.4896,1.1,67.63856,10-01-2014
pware0000219            ,7,44.3078,1.1,48.73858,10-01-2014
pware0000220            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000221            ,7,67.0747,1.1,73.78217,10-01-2014
pware0000222            ,7,69.4277,1.1,76.37047,10-01-2014
pware0000223            ,7,72.9617,1.1,80.25787,10-01-2014
pware0000224            ,7,67.3677,1.1,74.10447,10-01-2014
pware0000225            ,7,46.1727,1.1,50.78997,10-01-2014
pware0000226            ,7,66.5597,1.1,73.21567,10-01-2014
pware0000227            ,7,77.579,1.1,85.3369,10-01-2014
pware0000228            ,7,60.0245,1.1,66.02695,10-01-2014
pware0000229            ,7,76.7621,1.1,84.43831,10-01-2014
pware0000230            ,7,80.0297,1.1,88.03267,10-01-2014
pware0000231            ,7,49.4048,1.1,54.34528,10-01-2014
pware0000232            ,7,55.5315,1.1,61.08465,10-01-2014
pware0000233            ,7,52.6724,1.1,57.93964,10-01-2014
pware0000234            ,7,63.001,1.1,69.3011,10-01-2014
pware0000235            ,7,64.5174,1.1,70.96914,10-01-2014
pware0000236            ,7,55.9523,1.1,61.54753,10-01-2014
pware0000237            ,7,56.5484,1.1,62.20324,10-01-2014
pware0000238            ,7,48.1794,1.1,52.99734,10-01-2014
pware0000239            ,7,64.9259,1.1,71.41849,10-01-2014
pware0000240            ,7,61.6848,1.1,67.85328,10-01-2014
pware0000241            ,7,69.4277,1.1,76.37047,10-01-2014
pware0000242            ,7,67.0987,1.1,73.80857,10-01-2014
pware0000243            ,7,61.9542,1.1,68.14962,10-01-2014
pware0000244            ,7,46.1727,1.1,50.78997,10-01-2014
ctoso0000402            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000403            ,7,18.0606,1.1,19.86666,10-01-2014
ctoso0000404            ,7,8.1424,1.1,8.95664,10-01-2014
ctoso0000405            ,7,6.7394,1.1,7.41334,10-01-2014
ctoso0000406            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000407            ,7,6.109,1.1,6.7199,10-01-2014
ctoso0000408            ,7,6.4987,1.1,7.14857,10-01-2014
ctoso0000409            ,7,3.8803,1.1,4.26833,10-01-2014
ctoso0000410            ,7,5.2033,1.1,5.72363,10-01-2014
ctoso0000411            ,7,4.2976,1.1,4.72736,10-01-2014
ctoso0000412            ,7,4.6972,1.1,5.16692,10-01-2014
ctoso0000413            ,7,13.5321,1.1,14.88531,10-01-2014
ctoso0000414            ,7,11.5432,1.1,12.69752,10-01-2014
ctoso0000415            ,7,12.2091,1.1,13.43001,10-01-2014
ctoso0000416            ,7,11.3922,1.1,12.53142,10-01-2014
ctoso0000417            ,7,10.9854,1.1,12.08394,10-01-2014
ctoso0000418            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000419            ,7,5.7896,1.1,6.36856,10-01-2014
ctoso0000420            ,7,7.654,1.1,8.4194,10-01-2014
ctoso0000421            ,7,9.6154,1.1,10.57694,10-01-2014
ctoso0000422            ,7,9.7584,1.1,10.73424,10-01-2014
ctoso0000423            ,7,11.3193,1.1,12.45123,10-01-2014
ctoso0000424            ,7,12.4692,1.1,13.71612,10-01-2014
ctoso0000425            ,7,9.0126,1.1,9.91386,10-01-2014
ctoso0000426            ,7,7.0147,1.1,7.71617,10-01-2014
ctoso0000427            ,7,7.8173,1.1,8.59903,10-01-2014
ctoso0000428            ,7,10.0007,1.1,11.00077,10-01-2014
ctoso0000429            ,7,22.0233,1.1,24.22563,10-01-2014
ctoso0000430            ,7,7.2012,1.1,7.92132,10-01-2014
ctoso0000431            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000432            ,7,6.944,1.1,7.6384,10-01-2014
ctoso0000433            ,7,6.7642,1.1,7.44062,10-01-2014
ctoso0000434            ,7,4.3197,1.1,4.75167,10-01-2014
ctoso0000435            ,7,8.9743,1.1,9.87173,10-01-2014
ctoso0000436            ,7,6.2955,1.1,6.92505,10-01-2014
ctoso0000437            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000438            ,7,18.0606,1.1,19.86666,10-01-2014
ctoso0000439            ,7,8.1424,1.1,8.95664,10-01-2014
ctoso0000440            ,7,6.7394,1.1,7.41334,10-01-2014
ctoso0000441            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000442            ,7,6.109,1.1,6.7199,10-01-2014
ctoso0000443            ,7,6.4987,1.1,7.14857,10-01-2014
ctoso0000444            ,7,3.8803,1.1,4.26833,10-01-2014
ctoso0000445            ,7,5.2033,1.1,5.72363,10-01-2014
ctoso0000446            ,7,4.2976,1.1,4.72736,10-01-2014
ctoso0000447            ,7,4.6972,1.1,5.16692,10-01-2014
ctoso0000448            ,7,13.5321,1.1,14.88531,10-01-2014
ctoso0000449            ,7,11.5432,1.1,12.69752,10-01-2014
ctoso0000450            ,7,12.2091,1.1,13.43001,10-01-2014
ctoso0000451            ,7,11.3922,1.1,12.53142,10-01-2014
ctoso0000452            ,7,10.9854,1.1,12.08394,10-01-2014
ctoso0000453            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000454            ,7,5.7896,1.1,6.36856,10-01-2014
ctoso0000455            ,7,7.654,1.1,8.4194,10-01-2014
ctoso0000456            ,7,9.6154,1.1,10.57694,10-01-2014
ctoso0000457            ,7,9.7584,1.1,10.73424,10-01-2014
ctoso0000458            ,7,11.3193,1.1,12.45123,10-01-2014
ctoso0000459            ,7,12.4692,1.1,13.71612,10-01-2014
ctoso0000460            ,7,9.0126,1.1,9.91386,10-01-2014
ctoso0000461            ,7,7.0147,1.1,7.71617,10-01-2014
ctoso0000462            ,7,7.4554,1.1,8.20094,10-01-2014
ctoso0000463            ,7,9.5377,1.1,10.49147,10-01-2014
ctoso0000464            ,7,22.0233,1.1,24.22563,10-01-2014
ctoso0000465            ,7,7.2012,1.1,7.92132,10-01-2014
ctoso0000466            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000467            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000468            ,7,18.0606,1.1,19.86666,10-01-2014
ctoso0000469            ,7,8.1424,1.1,8.95664,10-01-2014
ctoso0000470            ,7,6.7394,1.1,7.41334,10-01-2014
ctoso0000471            ,7,5.8604,1.1,6.44644,10-01-2014
ctoso0000472            ,7,6.109,1.1,6.7199,10-01-2014
ctoso0000473            ,7,6.4987,1.1,7.14857,10-01-2014
ctoso0000474            ,7,3.8803,1.1,4.26833,10-01-2014
ctoso0000475            ,7,5.2033,1.1,5.72363,10-01-2014
ctoso0000476            ,7,4.2976,1.1,4.72736,10-01-2014
ctoso0000477            ,7,4.6972,1.1,5.16692,10-01-2014
ctoso0000478            ,7,13.5321,1.1,14.88531,10-01-2014
ctoso0000479            ,7,11.5432,1.1,12.69752,10-01-2014
ctoso0000480            ,7,12.2091,1.1,13.43001,10-01-2014
ctoso0000481            ,7,11.3922,1.1,12.53142,10-01-2014
ctoso0000482            ,7,10.9854,1.1,12.08394,10-01-2014
ctoso0000483            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000484            ,7,5.7896,1.1,6.36856,10-01-2014
ctoso0000485            ,7,7.654,1.1,8.4194,10-01-2014
ctoso0000486            ,7,9.6154,1.1,10.57694,10-01-2014
ctoso0000487            ,7,9.7584,1.1,10.73424,10-01-2014
ctoso0000488            ,7,11.3193,1.1,12.45123,10-01-2014
ctoso0000489            ,7,12.4692,1.1,13.71612,10-01-2014
ctoso0000490            ,7,9.0126,1.1,9.91386,10-01-2014
ctoso0000491            ,7,7.0147,1.1,7.71617,10-01-2014
ctoso0000492            ,7,7.4554,1.1,8.20094,10-01-2014
ctoso0000493            ,7,9.5377,1.1,10.49147,10-01-2014
ctoso0000494            ,7,22.0233,1.1,24.22563,10-01-2014
ctoso0000495            ,7,7.2012,1.1,7.92132,10-01-2014
ctoso0000496            ,7,5.3898,1.1,5.92878,10-01-2014
ctoso0000497            ,7,6.451,1.1,7.0961,10-01-2014
ctoso0000498            ,7,9.7255,1.1,10.69805,10-01-2014
ctoso0000499            ,7,15.7117,1.1,17.28287,10-01-2014
ctoso0000500            ,7,5.7896,1.1,6.36856,10-01-2014
ctoso0000501            ,7,12.1736,1.1,13.39096,10-01-2014
ctoso0000502            ,7,12.1736,1.1,13.39096,10-01-2014
ctoso0000503            ,7,12.1736,1.1,13.39096,10-01-2014
ctoso0000504            ,7,12.1736,1.1,13.39096,10-01-2014
ctoso0000505            ,7,7.0591,1.1,7.76501,10-01-2014
ctoso0000506            ,7,6.807,1.1,7.4877,10-01-2014
ctoso0000507            ,7,7.0591,1.1,7.76501,10-01-2014
ctoso0000508            ,7,7.0591,1.1,7.76501,10-01-2014
ctoso0000509            ,7,65.5011,1.1,72.05121,10-01-2014
ctoso0000510            ,7,65.5011,1.1,72.05121,10-01-2014
ctoso0000511            ,7,65.5011,1.1,72.05121,10-01-2014
ctoso0000512            ,7,65.5011,1.1,72.05121,10-01-2014
ctoso0000513            ,7,52.6724,1.1,57.93964,10-01-2014
ctoso0000514            ,7,52.6724,1.1,57.93964,10-01-2014
ctoso0000515            ,7,52.6724,1.1,57.93964,10-01-2014
ctoso0000516            ,7,52.6724,1.1,57.93964,10-01-2014
ctoso0000517            ,7,11.7902,1.1,12.96922,10-01-2014
ctoso0000518            ,7,11.7902,1.1,12.96922,10-01-2014
ctoso0000519            ,7,11.7902,1.1,12.96922,10-01-2014
ctoso0000520            ,7,11.7902,1.1,12.96922,10-01-2014
ctoso0000521            ,7,11.7902,1.1,12.96922,10-01-2014
ctoso0000522            ,7,20.8221,1.1,22.90431,10-01-2014
ctoso0000523            ,7,20.8221,1.1,22.90431,10-01-2014
ctoso0000524            ,7,20.8221,1.1,22.90431,10-01-2014
ctoso0000525            ,7,27.5619,1.1,30.31809,10-01-2014
ctoso0000526            ,7,27.5619,1.1,30.31809,10-01-2014
ctoso0000527            ,7,26.2858,1.1,28.91438,10-01-2014
ctoso0000528            ,7,28.5827,1.1,31.44097,10-01-2014
