DateSK	DateAK	DatetimeAK	CalendarYear	CalendarYearLabel	CalendarQuarter	CalendarYearQuarter	CalendarQuarterLabel	CalendarMonth	CalendarYearMonth	CalendarMonthLabel	CalendarMonthAbbreviation	DayNumberOfYear	CalendarYearDay	CalendarWeek	CalendarWeekLabel	CalendarYearWeek	CalendarDayOfWeek	CalendarDayOfWeekLabel	IsWorkDay	NorthAmericaSeason	EuropeSeason	AsiaSeason
20080122	22-01-2008	22-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	22	2008022	4	4	200804	3	Tue	1	Spring/Back to Business	Holiday	Holiday
20080123	23-01-2008	23-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	23	2008023	4	4	200804	4	Wed	1	Spring/Back to Business	Holiday	Holiday
20080124	24-01-2008	24-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	24	2008024	4	4	200804	5	Thu	1	Spring/Back to Business	Holiday	Holiday
20080125	25-01-2008	25-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	25	2008025	4	4	200804	6	Fri	1	Spring/Back to Business	Holiday	Holiday
20080126	26-01-2008	26-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	26	2008026	4	4	200804	7	Sat	0	Spring/Back to Business	Holiday	Holiday
20080127	27-01-2008	27-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	27	2008027	5	5	200805	1	Sun	0	Spring/Back to Business	Holiday	Holiday
20080128	28-01-2008	28-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	28	2008028	5	5	200805	2	Mon	1	Spring/Back to Business	Holiday	Holiday
20080129	29-01-2008	29-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	29	2008029	5	5	200805	3	Tue	1	Spring/Back to Business	Holiday	Holiday
20080130	30-01-2008	30-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	30	2008030	5	5	200805	4	Wed	1	Spring/Back to Business	Holiday	Holiday
20080131	31-01-2008	31-01-2008 12:00:00 AM	2008	2008	1	200801	Q1	1	200801	January	Jan	31	2008031	5	5	200805	5	Thu	1	Spring/Back to Business	Holiday	Holiday
20080201	01-02-2008	01-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	32	2008032	5	5	200805	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080202	02-02-2008	02-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	33	2008033	5	5	200805	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080203	03-02-2008	03-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	34	2008034	6	6	200806	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080204	04-02-2008	04-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	35	2008035	6	6	200806	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080205	05-02-2008	05-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	36	2008036	6	6	200806	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080206	06-02-2008	06-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	37	2008037	6	6	200806	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080207	07-02-2008	07-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	38	2008038	6	6	200806	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080208	08-02-2008	08-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	39	2008039	6	6	200806	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080209	09-02-2008	09-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	40	2008040	6	6	200806	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080210	10-02-2008	10-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	41	2008041	7	7	200807	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080211	11-02-2008	11-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	42	2008042	7	7	200807	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080212	12-02-2008	12-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	43	2008043	7	7	200807	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080213	13-02-2008	13-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	44	2008044	7	7	200807	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080214	14-02-2008	14-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	45	2008045	7	7	200807	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080215	15-02-2008	15-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	46	2008046	7	7	200807	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080216	16-02-2008	16-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	47	2008047	7	7	200807	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080217	17-02-2008	17-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	48	2008048	8	8	200808	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080218	18-02-2008	18-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	49	2008049	8	8	200808	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080219	19-02-2008	19-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	50	2008050	8	8	200808	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080220	20-02-2008	20-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	51	2008051	8	8	200808	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080221	21-02-2008	21-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	52	2008052	8	8	200808	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080222	22-02-2008	22-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	53	2008053	8	8	200808	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080223	23-02-2008	23-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	54	2008054	8	8	200808	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080224	24-02-2008	24-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	55	2008055	9	9	200809	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080225	25-02-2008	25-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	56	2008056	9	9	200809	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080226	26-02-2008	26-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	57	2008057	9	9	200809	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080227	27-02-2008	27-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	58	2008058	9	9	200809	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080228	28-02-2008	28-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	59	2008059	9	9	200809	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080229	29-02-2008	29-02-2008 12:00:00 AM	2008	2008	1	200801	Q1	2	200802	February	Feb	60	2008060	9	9	200809	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080301	01-03-2008	01-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	61	2008061	9	9	200809	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080302	02-03-2008	02-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	62	2008062	10	10	200810	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080303	03-03-2008	03-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	63	2008063	10	10	200810	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080304	04-03-2008	04-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	64	2008064	10	10	200810	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080305	05-03-2008	05-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	65	2008065	10	10	200810	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080306	06-03-2008	06-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	66	2008066	10	10	200810	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080307	07-03-2008	07-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	67	2008067	10	10	200810	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080308	08-03-2008	08-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	68	2008068	10	10	200810	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080309	09-03-2008	09-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	69	2008069	11	11	200811	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080310	10-03-2008	10-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	70	2008070	11	11	200811	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080311	11-03-2008	11-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	71	2008071	11	11	200811	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080312	12-03-2008	12-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	72	2008072	11	11	200811	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080313	13-03-2008	13-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	73	2008073	11	11	200811	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080314	14-03-2008	14-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	74	2008074	11	11	200811	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080315	15-03-2008	15-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	75	2008075	11	11	200811	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080316	16-03-2008	16-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	76	2008076	12	12	200812	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080317	17-03-2008	17-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	77	2008077	12	12	200812	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080318	18-03-2008	18-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	78	2008078	12	12	200812	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080319	19-03-2008	19-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	79	2008079	12	12	200812	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080320	20-03-2008	20-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	80	2008080	12	12	200812	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080321	21-03-2008	21-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	81	2008081	12	12	200812	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080322	22-03-2008	22-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	82	2008082	12	12	200812	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080323	23-03-2008	23-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	83	2008083	13	13	200813	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080324	24-03-2008	24-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	84	2008084	13	13	200813	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080325	25-03-2008	25-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	85	2008085	13	13	200813	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080326	26-03-2008	26-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	86	2008086	13	13	200813	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080327	27-03-2008	27-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	87	2008087	13	13	200813	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080328	28-03-2008	28-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	88	2008088	13	13	200813	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20080329	29-03-2008	29-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	89	2008089	13	13	200813	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080330	30-03-2008	30-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	90	2008090	14	14	200814	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20080331	31-03-2008	31-03-2008 12:00:00 AM	2008	2008	1	200801	Q1	3	200803	March	Mar	91	2008091	14	14	200814	2	Mon	1	None	None	Spring/Back to School
20080401	01-04-2008	01-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	92	2008092	14	14	200814	3	Tue	1	None	None	Spring/Back to School
20080402	02-04-2008	02-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	93	2008093	14	14	200814	4	Wed	1	None	None	Spring/Back to School
20080403	03-04-2008	03-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	94	2008094	14	14	200814	5	Thu	1	None	None	Spring/Back to School
20080404	04-04-2008	04-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	95	2008095	14	14	200814	6	Fri	1	None	None	Spring/Back to School
20080405	05-04-2008	05-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	96	2008096	14	14	200814	7	Sat	0	None	None	Spring/Back to School
20080406	06-04-2008	06-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	97	2008097	15	15	200815	1	Sun	0	None	None	Spring/Back to School
20080407	07-04-2008	07-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	98	2008098	15	15	200815	2	Mon	1	None	None	Spring/Back to School
20080408	08-04-2008	08-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	99	2008099	15	15	200815	3	Tue	1	None	None	Spring/Back to School
20080409	09-04-2008	09-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	100	2008100	15	15	200815	4	Wed	1	None	None	Spring/Back to School
20080410	10-04-2008	10-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	101	2008101	15	15	200815	5	Thu	1	None	None	Spring/Back to School
20080411	11-04-2008	11-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	102	2008102	15	15	200815	6	Fri	1	None	None	Spring/Back to School
20080412	12-04-2008	12-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	103	2008103	15	15	200815	7	Sat	0	None	None	Spring/Back to School
20080413	13-04-2008	13-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	104	2008104	16	16	200816	1	Sun	0	None	None	Spring/Back to School
20080414	14-04-2008	14-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	105	2008105	16	16	200816	2	Mon	1	None	None	Spring/Back to School
20080415	15-04-2008	15-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	106	2008106	16	16	200816	3	Tue	1	None	None	Spring/Back to School
20080416	16-04-2008	16-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	107	2008107	16	16	200816	4	Wed	1	None	None	Spring/Back to School
20080417	17-04-2008	17-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	108	2008108	16	16	200816	5	Thu	1	None	None	Spring/Back to School
20080418	18-04-2008	18-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	109	2008109	16	16	200816	6	Fri	1	None	None	Spring/Back to School
20080419	19-04-2008	19-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	110	2008110	16	16	200816	7	Sat	0	None	None	Spring/Back to School
20080420	20-04-2008	20-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	111	2008111	17	17	200817	1	Sun	0	None	None	Spring/Back to School
20080421	21-04-2008	21-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	112	2008112	17	17	200817	2	Mon	1	None	None	Spring/Back to School
20080422	22-04-2008	22-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	113	2008113	17	17	200817	3	Tue	1	None	None	Spring/Back to School
20080423	23-04-2008	23-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	114	2008114	17	17	200817	4	Wed	1	None	None	Spring/Back to School
20080424	24-04-2008	24-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	115	2008115	17	17	200817	5	Thu	1	None	None	Spring/Back to School
20080425	25-04-2008	25-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	116	2008116	17	17	200817	6	Fri	1	None	None	Spring/Back to School
20080426	26-04-2008	26-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	117	2008117	17	17	200817	7	Sat	0	None	None	Spring/Back to School
20080427	27-04-2008	27-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	118	2008118	18	18	200818	1	Sun	0	None	None	Spring/Back to School
20080428	28-04-2008	28-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	119	2008119	18	18	200818	2	Mon	1	None	None	Spring/Back to School
20080429	29-04-2008	29-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	120	2008120	18	18	200818	3	Tue	1	None	None	Spring/Back to School
20080430	30-04-2008	30-04-2008 12:00:00 AM	2008	2008	2	200802	Q2	4	200804	April	Apr	121	2008121	18	18	200818	4	Wed	1	None	None	Tax Time/Summer
20080501	01-05-2008	01-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	122	2008122	18	18	200818	5	Thu	1	None	None	Tax Time/Summer
20080502	02-05-2008	02-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	123	2008123	18	18	200818	6	Fri	1	None	None	Tax Time/Summer
20080503	03-05-2008	03-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	124	2008124	18	18	200818	7	Sat	0	None	None	Tax Time/Summer
20080504	04-05-2008	04-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	125	2008125	19	19	200819	1	Sun	0	None	None	Tax Time/Summer
20080505	05-05-2008	05-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	126	2008126	19	19	200819	2	Mon	1	None	None	Tax Time/Summer
20080506	06-05-2008	06-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	127	2008127	19	19	200819	3	Tue	1	None	None	Tax Time/Summer
20080507	07-05-2008	07-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	128	2008128	19	19	200819	4	Wed	1	None	None	Tax Time/Summer
20080508	08-05-2008	08-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	129	2008129	19	19	200819	5	Thu	1	None	None	Tax Time/Summer
20080509	09-05-2008	09-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	130	2008130	19	19	200819	6	Fri	1	None	None	Tax Time/Summer
20080510	10-05-2008	10-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	131	2008131	19	19	200819	7	Sat	0	None	None	Tax Time/Summer
20080511	11-05-2008	11-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	132	2008132	20	20	200820	1	Sun	0	None	None	Tax Time/Summer
20080512	12-05-2008	12-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	133	2008133	20	20	200820	2	Mon	1	None	None	Tax Time/Summer
20080513	13-05-2008	13-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	134	2008134	20	20	200820	3	Tue	1	None	None	Tax Time/Summer
20080514	14-05-2008	14-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	135	2008135	20	20	200820	4	Wed	1	None	None	Tax Time/Summer
20080515	15-05-2008	15-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	136	2008136	20	20	200820	5	Thu	1	None	None	Tax Time/Summer
20080516	16-05-2008	16-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	137	2008137	20	20	200820	6	Fri	1	None	None	Tax Time/Summer
20080517	17-05-2008	17-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	138	2008138	20	20	200820	7	Sat	0	None	None	Tax Time/Summer
20080518	18-05-2008	18-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	139	2008139	21	21	200821	1	Sun	0	None	None	Tax Time/Summer
20080519	19-05-2008	19-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	140	2008140	21	21	200821	2	Mon	1	None	None	Tax Time/Summer
20080520	20-05-2008	20-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	141	2008141	21	21	200821	3	Tue	1	None	None	Tax Time/Summer
20080521	21-05-2008	21-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	142	2008142	21	21	200821	4	Wed	1	None	None	Tax Time/Summer
20080522	22-05-2008	22-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	143	2008143	21	21	200821	5	Thu	1	None	None	Tax Time/Summer
20080523	23-05-2008	23-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	144	2008144	21	21	200821	6	Fri	1	None	None	Tax Time/Summer
20080524	24-05-2008	24-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	145	2008145	21	21	200821	7	Sat	0	None	None	Tax Time/Summer
20080525	25-05-2008	25-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	146	2008146	22	22	200822	1	Sun	0	None	None	Tax Time/Summer
20080526	26-05-2008	26-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	147	2008147	22	22	200822	2	Mon	1	None	None	Tax Time/Summer
20080527	27-05-2008	27-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	148	2008148	22	22	200822	3	Tue	1	None	None	Tax Time/Summer
20080528	28-05-2008	28-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	149	2008149	22	22	200822	4	Wed	1	None	None	Tax Time/Summer
20080529	29-05-2008	29-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	150	2008150	22	22	200822	5	Thu	1	None	None	Tax Time/Summer
20080530	30-05-2008	30-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	151	2008151	22	22	200822	6	Fri	1	None	None	Tax Time/Summer
20080531	31-05-2008	31-05-2008 12:00:00 AM	2008	2008	2	200802	Q2	5	200805	May	May	152	2008152	22	22	200822	7	Sat	0	None	None	None
20080601	01-06-2008	01-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	153	2008153	23	23	200823	1	Sun	0	None	None	None
20080602	02-06-2008	02-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	154	2008154	23	23	200823	2	Mon	1	None	None	None
20080603	03-06-2008	03-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	155	2008155	23	23	200823	3	Tue	1	None	None	None
20080604	04-06-2008	04-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	156	2008156	23	23	200823	4	Wed	1	None	None	None
20080605	05-06-2008	05-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	157	2008157	23	23	200823	5	Thu	1	None	None	None
20080606	06-06-2008	06-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	158	2008158	23	23	200823	6	Fri	1	None	None	None
20080607	07-06-2008	07-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	159	2008159	23	23	200823	7	Sat	0	None	None	None
20080608	08-06-2008	08-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	160	2008160	24	24	200824	1	Sun	0	None	None	None
20080609	09-06-2008	09-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	161	2008161	24	24	200824	2	Mon	1	None	None	None
20080610	10-06-2008	10-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	162	2008162	24	24	200824	3	Tue	1	None	None	None
20080611	11-06-2008	11-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	163	2008163	24	24	200824	4	Wed	1	None	None	None
20080612	12-06-2008	12-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	164	2008164	24	24	200824	5	Thu	1	None	None	None
20080613	13-06-2008	13-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	165	2008165	24	24	200824	6	Fri	1	None	None	None
20080614	14-06-2008	14-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	166	2008166	24	24	200824	7	Sat	0	None	None	None
20080615	15-06-2008	15-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	167	2008167	25	25	200825	1	Sun	0	None	None	None
20080616	16-06-2008	16-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	168	2008168	25	25	200825	2	Mon	1	None	None	None
20080617	17-06-2008	17-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	169	2008169	25	25	200825	3	Tue	1	None	None	None
20080618	18-06-2008	18-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	170	2008170	25	25	200825	4	Wed	1	None	None	None
20080619	19-06-2008	19-06-2008 12:00:00 AM	2008	2008	2	200802	Q2	6	200806	June	Jun	171	2008171	25	25	200825	5	Thu	1	None	None	None
