DateSK,DateAK,DatetimeAK,CalendarYear,CalendarYearLabel,CalendarQuarter,CalendarYearQuarter,CalendarQuarterLabel,CalendarMonth,CalendarYearMonth,CalendarMonthLabel,CalendarMonthAbbreviation,DayNumberOfYear,CalendarYearDay,CalendarWeek,CalendarWeekLabel,CalendarYearWeek,CalendarDayOfWeek,CalendarDayOfWeekLabel,IsWorkDay,NorthAmericaSeason,EuropeSeason,AsiaSeason
20060323,2006-03-23,2006-03-23 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,82,2006082,12,12,200612,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060324,2006-03-24,2006-03-24 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,83,2006083,12,12,200612,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060325,2006-03-25,2006-03-25 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,84,2006084,12,12,200612,7,Sat,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20060326,2006-03-26,2006-03-26 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,85,2006085,13,13,200613,1,Sun,0,Spring/Back to Business,Spring/Business,Spring/Back to School
20060327,2006-03-27,2006-03-27 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,86,2006086,13,13,200613,2,Mon,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060328,2006-03-28,2006-03-28 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,87,2006087,13,13,200613,3,Tue,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060329,2006-03-29,2006-03-29 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,88,2006088,13,13,200613,4,Wed,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060330,2006-03-30,2006-03-30 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,89,2006089,13,13,200613,5,Thu,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060331,2006-03-31,2006-03-31 00:00:00.000,2006,2006,1,200601,Q1,3,200603,March,Mar,90,2006090,13,13,200613,6,Fri,1,Spring/Back to Business,Spring/Business,Spring/Back to School
20060401,2006-04-01,2006-04-01 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,91,2006091,13,13,200613,7,Sat,0,None,None,Spring/Back to School
20060402,2006-04-02,2006-04-02 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,92,2006092,14,14,200614,1,Sun,0,None,None,Spring/Back to School
20060403,2006-04-03,2006-04-03 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,93,2006093,14,14,200614,2,Mon,1,None,None,Spring/Back to School
20060404,2006-04-04,2006-04-04 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,94,2006094,14,14,200614,3,Tue,1,None,None,Spring/Back to School
20060405,2006-04-05,2006-04-05 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,95,2006095,14,14,200614,4,Wed,1,None,None,Spring/Back to School
20060406,2006-04-06,2006-04-06 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,96,2006096,14,14,200614,5,Thu,1,None,None,Spring/Back to School
20060407,2006-04-07,2006-04-07 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,97,2006097,14,14,200614,6,Fri,1,None,None,Spring/Back to School
20060408,2006-04-08,2006-04-08 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,98,2006098,14,14,200614,7,Sat,0,None,None,Spring/Back to School
20060409,2006-04-09,2006-04-09 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,99,2006099,15,15,200615,1,Sun,0,None,None,Spring/Back to School
20060410,2006-04-10,2006-04-10 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,100,2006100,15,15,200615,2,Mon,1,None,None,Spring/Back to School
20060411,2006-04-11,2006-04-11 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,101,2006101,15,15,200615,3,Tue,1,None,None,Spring/Back to School
20060412,2006-04-12,2006-04-12 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,102,2006102,15,15,200615,4,Wed,1,None,None,Spring/Back to School
20060413,2006-04-13,2006-04-13 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,103,2006103,15,15,200615,5,Thu,1,None,None,Spring/Back to School
20060414,2006-04-14,2006-04-14 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,104,2006104,15,15,200615,6,Fri,1,None,None,Spring/Back to School
20060415,2006-04-15,2006-04-15 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,105,2006105,15,15,200615,7,Sat,0,None,None,Spring/Back to School
20060416,2006-04-16,2006-04-16 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,106,2006106,16,16,200616,1,Sun,0,None,None,Spring/Back to School
20060417,2006-04-17,2006-04-17 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,107,2006107,16,16,200616,2,Mon,1,None,None,Spring/Back to School
20060418,2006-04-18,2006-04-18 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,108,2006108,16,16,200616,3,Tue,1,None,None,Spring/Back to School
20060419,2006-04-19,2006-04-19 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,109,2006109,16,16,200616,4,Wed,1,None,None,Spring/Back to School
20060420,2006-04-20,2006-04-20 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,110,2006110,16,16,200616,5,Thu,1,None,None,Spring/Back to School
20060421,2006-04-21,2006-04-21 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,111,2006111,16,16,200616,6,Fri,1,None,None,Spring/Back to School
20060422,2006-04-22,2006-04-22 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,112,2006112,16,16,200616,7,Sat,0,None,None,Spring/Back to School
20060423,2006-04-23,2006-04-23 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,113,2006113,17,17,200617,1,Sun,0,None,None,Spring/Back to School
20060424,2006-04-24,2006-04-24 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,114,2006114,17,17,200617,2,Mon,1,None,None,Spring/Back to School
20060425,2006-04-25,2006-04-25 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,115,2006115,17,17,200617,3,Tue,1,None,None,Spring/Back to School
20060426,2006-04-26,2006-04-26 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,116,2006116,17,17,200617,4,Wed,1,None,None,Spring/Back to School
20060427,2006-04-27,2006-04-27 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,117,2006117,17,17,200617,5,Thu,1,None,None,Spring/Back to School
20060428,2006-04-28,2006-04-28 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,118,2006118,17,17,200617,6,Fri,1,None,None,Spring/Back to School
20060429,2006-04-29,2006-04-29 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,119,2006119,17,17,200617,7,Sat,0,None,None,Spring/Back to School
20060430,2006-04-30,2006-04-30 00:00:00.000,2006,2006,2,200602,Q2,4,200604,April,Apr,120,2006120,18,18,200618,1,Sun,0,None,None,Spring/Back to School
20060501,2006-05-01,2006-05-01 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,121,2006121,18,18,200618,2,Mon,1,None,None,Tax Time/Summer
20060502,2006-05-02,2006-05-02 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,122,2006122,18,18,200618,3,Tue,1,None,None,Tax Time/Summer
20060503,2006-05-03,2006-05-03 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,123,2006123,18,18,200618,4,Wed,1,None,None,Tax Time/Summer
20060504,2006-05-04,2006-05-04 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,124,2006124,18,18,200618,5,Thu,1,None,None,Tax Time/Summer
20060505,2006-05-05,2006-05-05 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,125,2006125,18,18,200618,6,Fri,1,None,None,Tax Time/Summer
20060506,2006-05-06,2006-05-06 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,126,2006126,18,18,200618,7,Sat,0,None,None,Tax Time/Summer
20060507,2006-05-07,2006-05-07 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,127,2006127,19,19,200619,1,Sun,0,None,None,Tax Time/Summer
20060508,2006-05-08,2006-05-08 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,128,2006128,19,19,200619,2,Mon,1,None,None,Tax Time/Summer
20060509,2006-05-09,2006-05-09 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,129,2006129,19,19,200619,3,Tue,1,None,None,Tax Time/Summer
20060510,2006-05-10,2006-05-10 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,130,2006130,19,19,200619,4,Wed,1,None,None,Tax Time/Summer
20060511,2006-05-11,2006-05-11 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,131,2006131,19,19,200619,5,Thu,1,None,None,Tax Time/Summer
20060512,2006-05-12,2006-05-12 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,132,2006132,19,19,200619,6,Fri,1,None,None,Tax Time/Summer
20060513,2006-05-13,2006-05-13 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,133,2006133,19,19,200619,7,Sat,0,None,None,Tax Time/Summer
20060514,2006-05-14,2006-05-14 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,134,2006134,20,20,200620,1,Sun,0,None,None,Tax Time/Summer
20060515,2006-05-15,2006-05-15 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,135,2006135,20,20,200620,2,Mon,1,None,None,Tax Time/Summer
20060516,2006-05-16,2006-05-16 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,136,2006136,20,20,200620,3,Tue,1,None,None,Tax Time/Summer
20060517,2006-05-17,2006-05-17 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,137,2006137,20,20,200620,4,Wed,1,None,None,Tax Time/Summer
20060518,2006-05-18,2006-05-18 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,138,2006138,20,20,200620,5,Thu,1,None,None,Tax Time/Summer
20060519,2006-05-19,2006-05-19 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,139,2006139,20,20,200620,6,Fri,1,None,None,Tax Time/Summer
20060520,2006-05-20,2006-05-20 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,140,2006140,20,20,200620,7,Sat,0,None,None,Tax Time/Summer
20060521,2006-05-21,2006-05-21 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,141,2006141,21,21,200621,1,Sun,0,None,None,Tax Time/Summer
20060522,2006-05-22,2006-05-22 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,142,2006142,21,21,200621,2,Mon,1,None,None,Tax Time/Summer
20060523,2006-05-23,2006-05-23 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,143,2006143,21,21,200621,3,Tue,1,None,None,Tax Time/Summer
20060524,2006-05-24,2006-05-24 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,144,2006144,21,21,200621,4,Wed,1,None,None,Tax Time/Summer
20060525,2006-05-25,2006-05-25 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,145,2006145,21,21,200621,5,Thu,1,None,None,Tax Time/Summer
20060526,2006-05-26,2006-05-26 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,146,2006146,21,21,200621,6,Fri,1,None,None,Tax Time/Summer
20060527,2006-05-27,2006-05-27 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,147,2006147,21,21,200621,7,Sat,0,None,None,Tax Time/Summer
20060528,2006-05-28,2006-05-28 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,148,2006148,22,22,200622,1,Sun,0,None,None,Tax Time/Summer
20060529,2006-05-29,2006-05-29 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,149,2006149,22,22,200622,2,Mon,1,None,None,Tax Time/Summer
20060530,2006-05-30,2006-05-30 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,150,2006150,22,22,200622,3,Tue,1,None,None,Tax Time/Summer
20060531,2006-05-31,2006-05-31 00:00:00.000,2006,2006,2,200602,Q2,5,200605,May,May,151,2006151,22,22,200622,4,Wed,1,None,None,Tax Time/Summer
20060601,2006-06-01,2006-06-01 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,152,2006152,22,22,200622,5,Thu,1,None,None,None
20060602,2006-06-02,2006-06-02 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,153,2006153,22,22,200622,6,Fri,1,None,None,None
20060603,2006-06-03,2006-06-03 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,154,2006154,22,22,200622,7,Sat,0,None,None,None
20060604,2006-06-04,2006-06-04 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,155,2006155,23,23,200623,1,Sun,0,None,None,None
20060605,2006-06-05,2006-06-05 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,156,2006156,23,23,200623,2,Mon,1,None,None,None
20060606,2006-06-06,2006-06-06 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,157,2006157,23,23,200623,3,Tue,1,None,None,None
20060607,2006-06-07,2006-06-07 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,158,2006158,23,23,200623,4,Wed,1,None,None,None
20060608,2006-06-08,2006-06-08 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,159,2006159,23,23,200623,5,Thu,1,None,None,None
20060609,2006-06-09,2006-06-09 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,160,2006160,23,23,200623,6,Fri,1,None,None,None
20060610,2006-06-10,2006-06-10 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,161,2006161,23,23,200623,7,Sat,0,None,None,None
20060611,2006-06-11,2006-06-11 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,162,2006162,24,24,200624,1,Sun,0,None,None,None
20060612,2006-06-12,2006-06-12 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,163,2006163,24,24,200624,2,Mon,1,None,None,None
20060613,2006-06-13,2006-06-13 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,164,2006164,24,24,200624,3,Tue,1,None,None,None
20060614,2006-06-14,2006-06-14 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,165,2006165,24,24,200624,4,Wed,1,None,None,None
20060615,2006-06-15,2006-06-15 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,166,2006166,24,24,200624,5,Thu,1,None,None,None
20060616,2006-06-16,2006-06-16 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,167,2006167,24,24,200624,6,Fri,1,None,None,None
20060617,2006-06-17,2006-06-17 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,168,2006168,24,24,200624,7,Sat,0,None,None,None
20060618,2006-06-18,2006-06-18 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,169,2006169,25,25,200625,1,Sun,0,None,None,None
20060619,2006-06-19,2006-06-19 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,170,2006170,25,25,200625,2,Mon,1,None,None,None
20060620,2006-06-20,2006-06-20 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,171,2006171,25,25,200625,3,Tue,1,None,None,None
20060621,2006-06-21,2006-06-21 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,172,2006172,25,25,200625,4,Wed,1,None,None,None
20060622,2006-06-22,2006-06-22 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,173,2006173,25,25,200625,5,Thu,1,None,None,None
20060623,2006-06-23,2006-06-23 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,174,2006174,25,25,200625,6,Fri,1,None,None,None
20060624,2006-06-24,2006-06-24 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,175,2006175,25,25,200625,7,Sat,0,None,None,None
20060625,2006-06-25,2006-06-25 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,176,2006176,26,26,200626,1,Sun,0,None,None,None
20060626,2006-06-26,2006-06-26 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,177,2006177,26,26,200626,2,Mon,1,None,None,None
20060627,2006-06-27,2006-06-27 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,178,2006178,26,26,200626,3,Tue,1,None,None,None
20060628,2006-06-28,2006-06-28 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,179,2006179,26,26,200626,4,Wed,1,None,None,None
20060629,2006-06-29,2006-06-29 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,180,2006180,26,26,200626,5,Thu,1,None,None,None
20060630,2006-06-30,2006-06-30 00:00:00.000,2006,2006,2,200602,Q2,6,200606,June,Jun,181,2006181,26,26,200626,6,Fri,1,None,None,None
20060701,2006-07-01,2006-07-01 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,182,2006182,26,26,200626,7,Sat,0,Back to School,Back to School,None
20060702,2006-07-02,2006-07-02 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,183,2006183,27,27,200627,1,Sun,0,Back to School,Back to School,None
20060703,2006-07-03,2006-07-03 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,184,2006184,27,27,200627,2,Mon,1,Back to School,Back to School,None
20060704,2006-07-04,2006-07-04 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,185,2006185,27,27,200627,3,Tue,1,Back to School,Back to School,None
20060705,2006-07-05,2006-07-05 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,186,2006186,27,27,200627,4,Wed,1,Back to School,Back to School,None
20060706,2006-07-06,2006-07-06 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,187,2006187,27,27,200627,5,Thu,1,Back to School,Back to School,None
20060707,2006-07-07,2006-07-07 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,188,2006188,27,27,200627,6,Fri,1,Back to School,Back to School,None
20060708,2006-07-08,2006-07-08 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,189,2006189,27,27,200627,7,Sat,0,Back to School,Back to School,None
20060709,2006-07-09,2006-07-09 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,190,2006190,28,28,200628,1,Sun,0,Back to School,Back to School,None
20060710,2006-07-10,2006-07-10 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,191,2006191,28,28,200628,2,Mon,1,Back to School,Back to School,None
20060711,2006-07-11,2006-07-11 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,192,2006192,28,28,200628,3,Tue,1,Back to School,Back to School,None
20060712,2006-07-12,2006-07-12 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,193,2006193,28,28,200628,4,Wed,1,Back to School,Back to School,None
20060713,2006-07-13,2006-07-13 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,194,2006194,28,28,200628,5,Thu,1,Back to School,Back to School,None
20060714,2006-07-14,2006-07-14 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,195,2006195,28,28,200628,6,Fri,1,Back to School,Back to School,None
20060715,2006-07-15,2006-07-15 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,196,2006196,28,28,200628,7,Sat,0,Back to School,Back to School,None
20060716,2006-07-16,2006-07-16 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,197,2006197,29,29,200629,1,Sun,0,Back to School,Back to School,None
20060717,2006-07-17,2006-07-17 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,198,2006198,29,29,200629,2,Mon,1,Back to School,Back to School,None
20060718,2006-07-18,2006-07-18 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,199,2006199,29,29,200629,3,Tue,1,Back to School,Back to School,None
20060719,2006-07-19,2006-07-19 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,200,2006200,29,29,200629,4,Wed,1,Back to School,Back to School,None
20060720,2006-07-20,2006-07-20 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,201,2006201,29,29,200629,5,Thu,1,Back to School,Back to School,None
20060721,2006-07-21,2006-07-21 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,202,2006202,29,29,200629,6,Fri,1,Back to School,Back to School,None
20060722,2006-07-22,2006-07-22 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,203,2006203,29,29,200629,7,Sat,0,Back to School,Back to School,None
20060723,2006-07-23,2006-07-23 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,204,2006204,30,30,200630,1,Sun,0,Back to School,Back to School,None
20060724,2006-07-24,2006-07-24 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,205,2006205,30,30,200630,2,Mon,1,Back to School,Back to School,None
20060725,2006-07-25,2006-07-25 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,206,2006206,30,30,200630,3,Tue,1,Back to School,Back to School,None
20060726,2006-07-26,2006-07-26 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,207,2006207,30,30,200630,4,Wed,1,Back to School,Back to School,None
20060727,2006-07-27,2006-07-27 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,208,2006208,30,30,200630,5,Thu,1,Back to School,Back to School,None
20060728,2006-07-28,2006-07-28 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,209,2006209,30,30,200630,6,Fri,1,Back to School,Back to School,None
20060729,2006-07-29,2006-07-29 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,210,2006210,30,30,200630,7,Sat,0,Back to School,Back to School,None
20060730,2006-07-30,2006-07-30 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,211,2006211,31,31,200631,1,Sun,0,Back to School,Back to School,None
20060731,2006-07-31,2006-07-31 00:00:00.000,2006,2006,3,200603,Q3,7,200607,July,Jul,212,2006212,31,31,200631,2,Mon,1,Back to School,Back to School,None
20060801,2006-08-01,2006-08-01 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,213,2006213,31,31,200631,3,Tue,1,Back to School,Back to School,None
20060802,2006-08-02,2006-08-02 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,214,2006214,31,31,200631,4,Wed,1,Back to School,Back to School,None
20060803,2006-08-03,2006-08-03 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,215,2006215,31,31,200631,5,Thu,1,Back to School,Back to School,None
20060804,2006-08-04,2006-08-04 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,216,2006216,31,31,200631,6,Fri,1,Back to School,Back to School,None
20060805,2006-08-05,2006-08-05 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,217,2006217,31,31,200631,7,Sat,0,Back to School,Back to School,None
20060806,2006-08-06,2006-08-06 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,218,2006218,32,32,200632,1,Sun,0,Back to School,Back to School,None
20060807,2006-08-07,2006-08-07 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,219,2006219,32,32,200632,2,Mon,1,Back to School,Back to School,None
20060808,2006-08-08,2006-08-08 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,220,2006220,32,32,200632,3,Tue,1,Back to School,Back to School,None
20060809,2006-08-09,2006-08-09 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,221,2006221,32,32,200632,4,Wed,1,Back to School,Back to School,None
20060810,2006-08-10,2006-08-10 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,222,2006222,32,32,200632,5,Thu,1,Back to School,Back to School,None
20060811,2006-08-11,2006-08-11 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,223,2006223,32,32,200632,6,Fri,1,Back to School,Back to School,None
20060812,2006-08-12,2006-08-12 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,224,2006224,32,32,200632,7,Sat,0,Back to School,Back to School,None
20060813,2006-08-13,2006-08-13 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,225,2006225,33,33,200633,1,Sun,0,Back to School,Back to School,None
20060814,2006-08-14,2006-08-14 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,226,2006226,33,33,200633,2,Mon,1,Back to School,Back to School,None
20060815,2006-08-15,2006-08-15 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,227,2006227,33,33,200633,3,Tue,1,Back to School,Back to School,None
20060816,2006-08-16,2006-08-16 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,228,2006228,33,33,200633,4,Wed,1,Back to School,Back to School,None
20060817,2006-08-17,2006-08-17 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,229,2006229,33,33,200633,5,Thu,1,Back to School,Back to School,None
20060818,2006-08-18,2006-08-18 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,230,2006230,33,33,200633,6,Fri,1,Back to School,Back to School,None
20060819,2006-08-19,2006-08-19 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,231,2006231,33,33,200633,7,Sat,0,Back to School,Back to School,None
20060820,2006-08-20,2006-08-20 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,232,2006232,34,34,200634,1,Sun,0,Back to School,Back to School,None
20060821,2006-08-21,2006-08-21 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,233,2006233,34,34,200634,2,Mon,1,Back to School,Back to School,None
20060822,2006-08-22,2006-08-22 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,234,2006234,34,34,200634,3,Tue,1,Back to School,Back to School,None
20060823,2006-08-23,2006-08-23 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,235,2006235,34,34,200634,4,Wed,1,Back to School,Back to School,None
20060824,2006-08-24,2006-08-24 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,236,2006236,34,34,200634,5,Thu,1,Back to School,Back to School,None
20060825,2006-08-25,2006-08-25 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,237,2006237,34,34,200634,6,Fri,1,Back to School,Back to School,None
20060826,2006-08-26,2006-08-26 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,238,2006238,34,34,200634,7,Sat,0,Back to School,Back to School,None
20060827,2006-08-27,2006-08-27 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,239,2006239,35,35,200635,1,Sun,0,Back to School,Back to School,None
20060828,2006-08-28,2006-08-28 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,240,2006240,35,35,200635,2,Mon,1,Back to School,Back to School,None
20060829,2006-08-29,2006-08-29 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,241,2006241,35,35,200635,3,Tue,1,Back to School,Back to School,None
20060830,2006-08-30,2006-08-30 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,242,2006242,35,35,200635,4,Wed,1,Back to School,Back to School,None
20060831,2006-08-31,2006-08-31 00:00:00.000,2006,2006,3,200603,Q3,8,200608,August,Aug,243,2006243,35,35,200635,5,Thu,1,Back to School,Back to School,None
